Quantity,Door_Size2,Transaction date,Is_customer_Lenworth2,Distance,Bumpers2,Operator/Opener2,Dock Seal2,Install2,Door(general)2,Drop Test2,Hardware/Parts2,Specialty Door2,Firedoor2,Replace2
1,1460,0,0,186,0,0,0,1,0,0,0,0,0,0
1,182,0,1,186,0,0,0,1,1,0,0,0,0,0
1,365,0,0,187,0,0,0,0,0,0,0,0,0,0
5,0,0,1,187,0,0,0,1,0,0,1,0,0,0
31,0,0,1,187,0,0,0,0,0,0,1,0,0,0
5,159,0,1,187,0,0,0,1,0,0,0,0,0,0
1,386,0,0,188,0,0,0,0,0,0,0,0,0,0
1,1173,0,0,190,0,0,0,1,0,0,0,0,0,0
1,455,0,0,190,0,0,0,1,0,0,0,0,0,0
11,200,0,1,191,0,0,0,0,1,0,0,0,0,0
1,473,0,0,195,0,0,0,1,0,0,0,0,0,0
3,0,0,1,196,0,0,0,0,0,0,1,0,0,0
1,218,0,1,200,0,0,0,0,0,0,0,0,0,0
60,73,0,1,200,0,0,0,1,1,0,0,0,0,0
1,473,0,0,203,0,0,0,1,0,0,0,0,0,0
3,61,0,1,203,0,0,0,0,0,0,0,0,0,0
2,449,0,0,204,0,0,0,1,1,0,0,0,0,0
1,0,0,0,204,0,0,0,0,0,0,1,0,0,0
1,641,0,0,204,0,0,0,0,0,0,0,0,0,0
1,436,0,0,204,0,0,0,1,0,0,0,0,0,0
1,473,0,0,208,0,0,0,1,0,0,0,0,0,0
4,455,0,0,209,0,0,0,1,1,0,0,0,0,0
9,0,0,0,210,0,0,0,0,0,0,1,0,0,0
1,0,0,0,210,0,0,0,1,0,0,1,0,0,0
8,0,0,0,210,0,0,1,1,0,0,0,0,0,0
1,455,0,0,212,0,0,0,1,0,0,0,0,0,0
1,15,0,0,212,0,0,0,0,1,0,0,0,0,0
1,145,0,0,212,0,0,0,0,1,0,0,0,0,0
6,294,0,1,212,0,0,0,1,0,0,0,0,0,0
6,109,0,0,212,0,0,0,1,1,0,0,0,0,0
3,164,0,0,212,0,0,0,1,1,0,0,0,0,0
1,436,0,0,212,0,0,0,1,0,0,0,0,0,0
1,445,0,0,213,0,0,0,0,1,0,0,0,0,1
1,136,0,0,213,0,0,0,0,1,0,0,0,0,0
1,2582,0,0,217,0,0,0,1,0,0,0,0,0,0
1,936,0,0,218,0,0,0,0,0,0,0,0,0,0
2.5,18,0,1,219,0,0,0,1,1,0,0,0,0,0
1,0,0,1,219,0,0,0,0,0,0,0,0,0,0
6,182,0,1,219,0,0,0,1,1,0,0,0,0,0
1,145,0,1,219,0,0,0,1,0,0,0,0,1,0
1,0,0,1,219,0,0,0,0,0,0,1,0,0,1
2,293,0,0,222,0,0,0,0,0,0,0,0,0,0
1,0,0,0,225,0,0,0,0,0,0,1,0,0,0
1,0,0,0,225,0,0,0,0,0,0,1,0,0,0
1,355,0,0,225,0,0,0,0,1,0,0,0,0,0
1,355,0,0,227,0,0,0,0,1,0,0,0,0,0
1,201,0,0,231,0,0,0,0,0,0,0,1,0,0
1,155,0,0,231,0,0,0,0,1,0,0,0,0,0
2,289,0,0,231,0,0,0,1,1,0,0,0,0,0
1,355,0,0,231,0,0,0,0,1,0,0,0,0,0
1,355,0,0,231,0,0,0,0,1,0,0,0,0,0
1,0,0,0,231,0,1,0,0,0,0,0,0,0,0
1,645,0,0,231,0,0,0,1,1,0,0,0,0,0
1,357,0,0,231,0,0,0,0,1,0,0,0,0,0
1,182,0,0,231,0,0,0,1,0,0,0,0,0,0
2,611,0,0,232,0,0,0,0,1,0,0,0,0,0
2,212,0,0,234,0,0,0,1,0,1,0,0,0,0
1,282,0,0,234,0,0,0,0,1,0,0,0,0,0
120,82,0,1,234,0,0,0,1,1,0,0,0,0,0
2,0,0,0,234,0,1,0,0,0,0,0,0,0,0
1,386,0,0,242,0,0,0,1,0,0,0,0,0,0
1,160,0,0,244,0,0,0,0,1,0,0,0,0,0
1,282,0,0,248,0,0,0,0,1,0,0,0,0,0
1,1335,0,0,250,0,0,0,0,1,0,0,0,0,0
3,259,0,0,254,0,0,0,0,0,0,0,0,0,0
1,682,0,0,254,0,0,0,1,0,0,0,0,0,0
1,455,0,1,259,0,0,0,1,0,0,0,0,0,0
1,182,0,1,264,0,0,0,1,0,0,0,0,0,0
1,0,0,1,266,0,0,0,0,0,0,0,0,0,1
1,682,0,1,267,0,0,0,1,1,0,0,0,0,0
1,0,0,0,272,0,0,0,0,0,0,1,0,0,0
1,1073,0,0,279,0,0,0,1,0,0,0,0,0,0
1,1833,0,0,282,0,0,0,0,0,0,0,0,0,0
1,305,0,0,282,0,0,0,0,1,0,0,0,0,0
1,46,0,0,282,0,0,0,0,0,0,0,0,0,0
1,136,0,1,285,0,0,0,1,0,1,0,0,0,0
1,11,0,0,287,0,0,0,0,0,0,0,0,0,0
2,776,0,0,287,0,0,0,1,0,0,0,0,0,0
2,27,0,0,306,0,0,0,1,0,0,0,0,0,0
2,27,0,0,306,0,0,0,1,0,0,0,0,0,0
2,27,0,0,306,0,0,0,1,0,0,0,0,0,0
2,462,0,0,306,0,0,0,0,1,0,0,0,0,0
2,458,0,0,307,0,0,0,0,1,0,0,0,0,0
4,73,0,1,311,0,0,0,0,0,0,0,0,0,0
1,18,0,0,313,0,0,0,0,0,0,0,0,0,0
2,0,0,0,313,0,1,0,0,0,0,0,0,0,0
2,371,0,0,313,0,0,0,0,1,0,0,0,0,0
1,455,0,1,315,0,0,0,1,1,0,0,0,0,0
11,0,0,1,316,1,0,0,1,0,0,0,0,0,0
1,218,0,0,317,0,0,0,0,0,0,0,0,0,0
1,0,0,1,318,0,0,0,0,0,0,1,0,0,0
1,364,0,1,318,0,0,0,0,0,0,0,0,1,0
1,273,0,1,324,0,0,0,1,1,0,0,0,0,0
1,327,0,0,328,0,0,0,0,1,0,0,0,0,1
1,480,0,0,328,0,0,0,0,1,0,0,0,0,0
1,291,0,0,329,0,0,0,1,1,0,0,0,0,0
1,327,0,0,329,0,0,0,0,1,0,0,0,0,0
1,218,0,0,333,0,0,0,1,0,0,0,1,0,0
1,364,0,0,336,0,0,0,1,0,0,0,0,0,0
2,778,0,0,338,0,0,0,0,1,0,0,0,0,0
1,436,0,0,341,0,0,0,1,0,0,0,0,0,0
1,94,0,0,349,0,0,0,0,1,0,0,0,0,0
1,1602,0,0,349,0,0,0,0,0,0,0,0,0,0
1,216,0,0,352,0,0,0,1,0,0,0,0,0,0
2,1117,0,0,361,0,0,0,1,1,0,0,0,0,0
1,436,0,0,368,0,0,0,1,0,0,0,0,0,0
1,427,0,0,369,0,0,0,0,1,0,0,0,0,0
1,0,0,0,369,0,1,0,1,0,0,0,0,0,0
3,358,0,0,374,0,0,0,1,0,0,0,0,0,0
3,845,0,0,402,0,0,0,0,1,0,0,0,0,0
3,0,0,0,402,0,1,0,0,0,0,0,0,0,0
1,0,0,0,404,0,1,0,1,0,0,0,0,0,0
4,250,0,1,405,0,0,0,1,1,0,0,0,0,0
2,589,0,0,405,0,0,0,0,1,0,0,0,0,0
21,0,0,0,405,0,0,1,1,0,0,0,0,0,0
1,695,0,0,412,0,0,0,0,1,0,0,0,0,0
2,633,0,0,412,0,0,0,0,1,0,0,0,0,0
2,307,0,0,417,0,0,0,0,1,0,0,0,0,0
1,126,0,0,417,0,0,0,1,0,0,0,0,0,0
1,476,0,0,417,0,0,0,1,0,0,0,0,0,0
1,436,0,0,433,0,0,0,1,0,0,0,0,0,0
22,122,0,1,462,0,0,0,1,0,0,0,0,0,0
1,596,0,0,469,0,0,0,0,1,0,0,0,0,0
11,165,0,0,472,0,0,0,1,1,0,0,0,0,0
1,436,0,0,492,0,0,0,1,0,0,0,0,0,0
1,736,0,0,502,0,0,0,0,0,0,0,0,0,0
2,465,0,0,538,0,0,0,0,1,0,0,0,0,0
1,968,0,0,550,0,0,0,1,0,0,0,0,0,0
23,100,0,1,558,0,0,0,1,0,0,0,0,0,0
14,115,0,1,558,0,0,0,1,0,0,0,0,1,0
6,0,0,1,558,0,1,0,1,0,0,0,0,0,0
5,18,0,1,558,0,0,0,0,0,0,0,0,0,0
2,145,0,1,558,0,0,0,0,0,0,0,0,0,0
1,473,0,0,570,0,0,0,1,0,0,0,0,0,0
1,218,0,0,683,0,0,0,0,0,0,0,0,0,0
1,745,0,0,691,0,0,0,1,0,0,0,0,0,0
1,1552,0,0,696,0,0,0,0,0,0,0,0,0,0
1,1987,0,0,696,0,0,0,0,0,0,0,0,0,0
1,307,0,1,800,0,0,0,1,0,0,0,0,0,0
1,334,0,1,807,0,0,0,1,0,0,0,0,0,0
1,473,0,0,949,0,0,0,1,0,0,0,0,0,0
1,473,0,0,956,0,0,0,1,0,0,0,0,0,0
